#n,x,y
42,1.680234e-02,1.907131e-01
42,5.146414e-01,2.473297e+00
32,7.518279e-01,-3.388436e+00
40,2.418606e+00,-1.450166e+00
49,2.269466e+00,1.086222e+00
37,1.741938e+00,-8.240751e+00
38,3.250478e+00,-5.707713e+00
49,1.388573e-01,-6.923718e-01
45,1.605404e+00,1.282586e+00
29,1.045695e+00,-3.383422e+00
51,1.439505e-01,-3.559241e-01
27,8.474353e-01,-7.578765e-01
36,2.335220e-01,-3.312752e-01
40,1.038507e-01,3.201753e-01
44,2.449196e-01,-2.234819e-01
41,2.146624e-01,-2.488363e-01
36,3.014578e-01,7.843944e-01
45,3.460704e-01,6.066980e-01
51,5.077121e+00,7.792377e+00
46,6.504931e-01,-2.365120e+00
24,4.708245e-02,-5.377868e-01
36,2.929686e+00,1.236181e+00
44,1.152981e-01,2.197845e-01
37,1.415345e+00,-3.666253e+00
41,5.562835e-01,-1.530134e+00
25,1.475201e-01,-8.429121e-01
32,4.117497e+00,6.787569e+00
40,5.273170e+00,3.894677e+00
51,7.949774e-01,-2.581209e+00
51,4.246387e+00,5.988437e+00
32,3.616571e+00,5.420542e+00
23,2.094281e+00,-3.261950e+00
27,4.194983e+00,3.081543e+00
26,7.454610e-01,-1.062849e+00
31,1.999513e+00,3.045911e+00
48,2.731849e-01,-1.701861e-01
46,3.711787e+00,5.917859e+00
40,1.460467e+00,-2.146901e+00
45,3.780801e-01,-6.873258e+00
31,2.250521e-01,-1.093104e-01
44,1.514349e+00,1.383280e+00
41,9.838783e-01,1.317452e+00
43,1.675398e+00,2.228613e+00
41,2.666710e-01,2.151117e+00
52,4.816614e+00,-2.990359e+00
27,7.451754e-01,-2.162652e-01
35,2.165877e-01,1.715298e-01
45,1.615383e-01,6.773166e-01
25,1.671600e+00,1.411189e+00
29,5.088044e-01,2.011565e+00
42,3.359047e+00,7.895308e+00
37,4.486307e+00,-1.108379e+01
53,4.706547e-01,-9.183740e-01
47,5.557028e-02,-7.141936e-01
45,1.094851e+00,-4.039167e+00
34,1.329825e+00,-8.001814e-01
33,4.843025e-01,-1.311694e+00
31,8.598900e-01,-1.388036e+00
35,5.908867e-01,2.571356e-01
36,8.796346e-01,1.869272e+00
32,1.324049e+00,-2.882570e+00
44,3.333767e-01,3.312333e-01
32,3.375728e-01,-6.090026e-01
44,3.295417e-01,-2.696883e+00
37,6.871996e-01,-2.452392e+00
55,1.079679e-01,2.914733e-01
41,4.972466e-01,9.420346e-01
54,1.825406e+00,-1.090595e+00
53,1.843521e+00,-9.794862e-01
42,2.802290e+00,-3.582754e+00
44,6.580413e-01,2.712466e+00
38,1.306278e+00,3.476786e+00
36,2.035108e+00,-1.068819e+01
35,4.325375e-02,-1.326219e-01
51,1.412506e+00,2.004463e+00
37,3.701399e-01,-1.478856e+00
37,8.879890e-02,-3.242552e-01
28,2.447186e+00,1.863359e+00
47,1.281598e+00,-1.812499e+00
26,6.418040e-01,2.114483e+00
33,1.212318e-01,2.459515e-01
37,1.866473e+00,8.830912e-01
27,1.053208e+00,-1.472431e+00
25,2.182105e-01,-4.489930e-01
32,5.996115e-01,-1.976639e+00
28,9.056130e-02,-7.624406e-01
37,1.193349e+00,3.921285e+00
49,1.236227e+00,-1.182403e+00
50,5.022820e-01,7.079412e-01
34,5.213515e-01,-1.085793e+00
40,2.899474e+00,-2.707815e+00
36,1.415968e+00,1.285715e+00
36,8.408681e-02,9.592577e-02
52,8.877203e-01,1.518561e+00
29,7.034109e-01,-3.217955e+00
43,2.455096e-01,-5.743379e-01
25,6.525307e-01,-4.926519e-01
45,4.102706e-01,-8.340584e-01
35,3.368156e-01,-4.978010e-01
26,3.679871e-01,8.725262e-01
37,8.302199e-01,-2.974981e-01
42,5.076795e-01,-1.886307e+00
37,1.622345e-01,-2.281213e-01
30,2.555955e-01,5.744401e-01
35,4.171735e-02,-1.991575e-01
41,5.455249e-02,8.790057e-02
27,2.599533e-01,-7.969254e-01
33,2.482272e+00,2.875621e+00
40,1.670307e+00,2.525185e+00
37,8.508476e-02,1.773742e-01
32,2.321527e+00,-1.439192e+00
46,4.663570e+00,-7.007242e+00
54,5.276005e-02,-3.335653e-02
35,2.221348e-01,-4.376042e-01
41,2.799931e-03,3.962479e-03
27,3.455965e+00,-2.042500e+00
34,2.676338e+00,4.159002e+00
52,4.928396e-01,1.331326e+00
27,4.199168e+00,1.142495e+01
48,1.988655e+00,7.222125e-01
45,7.432940e-01,-1.958841e+00
27,1.958864e+00,2.312421e+00
38,1.249935e+00,-2.640562e+00
39,2.744404e+00,-2.042566e+00
50,4.748234e+00,8.983033e+00
49,8.223003e-01,-5.910418e-01
38,1.860408e-01,6.662407e-01
44,3.369794e-02,3.000613e-02
49,1.544214e-01,-2.171996e-01
37,2.320732e+00,-1.690839e+00
26,2.711636e-01,-1.576930e-01
33,2.213875e-01,1.213305e+00
41,1.064693e+00,2.502425e+00
43,2.176786e-01,-9.372360e-01
33,2.301885e+00,2.443377e+00
29,3.894584e-01,-4.690701e-01
49,1.086898e-01,-3.331944e-01
38,4.126649e-01,9.073889e-01
43,2.084807e-01,5.131957e+00
24,1.445409e+00,3.486451e+00
42,1.355721e-01,-2.686440e-01
37,4.670421e-01,9.774046e-01
32,3.441991e+00,-2.883652e+00
28,1.198902e+00,1.648186e+00
35,8.687368e-01,-5.243284e-01
39,7.810231e-01,4.194999e+00
52,9.537181e-02,-1.187637e-01
37,9.181572e-01,1.778595e+00
37,4.652928e-01,1.031082e+00
26,5.058126e-02,-2.552815e-01
29,1.790570e+00,1.660505e+00
29,3.284733e-01,-2.549993e+00
56,3.605772e+00,4.426699e+00
41,2.499473e-02,2.825831e-02
34,1.184669e-01,-1.965148e-01
43,9.606760e-01,1.398312e+00
40,4.419117e-01,-3.459776e+00
40,1.894990e+00,-3.791186e+00
49,1.353932e+00,-1.605762e+00
28,7.249545e-02,-2.512649e-01
54,6.035762e-01,-2.619721e+00
28,1.066517e-01,-2.846846e-01
35,3.503684e-01,1.452886e+00
36,2.403701e-01,5.570918e-01
41,3.037706e+00,-9.535638e+00
42,6.597120e+00,3.649151e+00
37,1.497998e+00,-2.840118e+00
35,5.016753e+00,5.604259e+00
39,2.057328e+00,-9.117726e+00
40,5.699344e+00,2.944390e+00
56,2.245359e-01,-2.877099e-01
46,2.812875e+00,4.104783e+00
45,1.129730e+00,-1.633802e+00
46,5.946691e+00,-3.018876e+00
27,7.431018e-02,-3.852126e-01
29,6.140487e-02,4.298144e-01
37,1.725822e-01,-1.433369e-01
25,6.959713e-02,4.695623e-01
31,4.371595e-02,3.864084e-01
40,1.851312e+00,1.932208e+00
49,6.779219e-01,1.681801e+00
46,6.430914e-01,-6.385079e+00
44,1.215752e+00,-1.333786e+00
36,2.980907e+00,-2.116771e+00
37,2.884747e+00,2.792143e+00
60,8.030394e-01,4.470322e+00
28,2.527381e-01,9.151233e-01
41,5.837024e-02,7.765776e-02
48,2.729878e-01,-2.926750e-01
25,7.498227e-01,-1.206132e+00
34,2.195573e+00,4.229005e+00
38,3.073787e-01,-3.546623e-01
53,2.693251e+00,3.462134e+00
39,3.076311e-01,-5.326369e-01
43,1.140831e+00,-3.588366e+00
54,2.846713e-01,-1.627455e-01
52,4.880096e-01,1.000616e+00
36,4.241220e+00,-3.356104e+00
35,2.136239e-01,4.420817e+00
36,2.977127e+00,2.739173e+00
42,1.631059e+00,-2.503983e+00
40,4.816658e-01,4.061663e-01
40,1.706566e+00,1.536627e+00
40,5.129502e-02,1.854708e-01
24,2.542964e-01,-3.318087e+00
52,1.497622e+00,-4.658088e+00
41,3.888771e+00,1.824084e+00
39,1.902274e+00,-2.275674e+00
32,6.745365e-01,2.182365e+00
34,7.167966e-01,2.166371e+00
42,4.256634e+00,5.075720e+00
36,2.547317e-01,6.011018e-01
51,8.344518e-01,2.119153e+00
44,1.445749e+00,-4.099913e+00
39,6.900660e-01,-1.110447e+00
41,2.731853e+00,2.263759e+00
47,2.291838e-02,7.719727e-02
25,2.241530e-01,6.247508e-01
